,national,hor_name,hor_num,sex,age,debut,total_first,total_second,total_game,win_rate,total_game_1yr,total_earn,total_earn_1yr
3,한국,리빙인더모던,039468,암,3,20190622,0,0,1,0,1,0,0
4,한국,큐피드여왕,039429,암,3,20190202,0,2,6,0,6,18640000,18640000
5,한국,하늘공원,039606,암,3,20190622,0,0,1,0,1,3120000,3120000
6,한국,피스오브룰즈,039100,암,3,20190512,0,0,2,0,2,1200000,1200000
7,한국,솔개바람,038840,암,3,20181028,0,0,6,0,6,1920000,1920000
8,한국,애니포스원,038820,암,3,20181222,0,0,6,0,6,1600000,1600000
9,한국,서울매직,038736,수,3,20181215,0,1,8,0,8,7200000,7200000
0,한국,정성와일드,038758,암,3,20190407,0,0,2,0,2,0,0
1,한국,메이세이드림,039512,암,3,20190519,1,0,2,50,2,15680000,15680000
2,한국,재능충만,038728,암,3,20190126,0,1,4,0,4,10240000,10240000
3,한국,젝스칸,039372,거,3,20181124,0,0,7,0,7,3120000,3120000
4,한국,라온호크,039491,거,3,20181124,0,0,5,0,5,1200000,1200000
5,한국,대군옥,039193,암,3,20190223,0,0,4,0,4,2960000,2960000
6,한국,우승마차,039148,암,3,20180714,0,0,14,0,14,7840000,7840000
7,한국,블루메가엘라,039555,암,3,20190105,0,0,7,0,7,1600000,1600000
8,한국,대군파워,039753,거,2,20190406,1,1,3,33.3,3,33200000,33200000
9,한국,에이원킹,039219,수,3,20190622,0,0,1,0,1,0,0
0,한국,초동스트리트,038987,암,3,20190622,0,1,1,0,1,8400000,8400000
1,한국,킹오브룰즈,039103,수,3,20181223,0,1,5,0,5,21800000,21800000
2,한국,영광의비트,039604,거,3,20190505,0,1,3,0,3,15600000,15600000
3,한국,파크블레이드,038573,암,3,20190518,0,0,3,0,3,3600000,3600000
4,한국,마하선더,039073,수,3,20180908,0,0,5,0,5,5200000,5200000
5,한국,시티송암,038977,거,3,20190331,0,0,3,0,3,2000000,2000000
6,한국,황금스타,039758,암,3,20190324,0,0,4,0,4,1600000,1600000
7,한국,호수아,038801,거,3,20190113,0,0,3,0,3,0,0
8,한국,제마특급,039360,암,3,20181201,2,2,5,40,5,62400000,62400000
9,한국,운악하비오,033200,거,6,20151205,2,4,38,5.3,11,99600000,2400000
0,한국,위너크라운,038509,거,3,20190105,1,2,7,14.3,7,33680000,33680000
1,한국,적토비마,039313,암,3,20180721,1,0,12,8.3,12,34240000,34240000
2,한국,이글스카이,037393,거,4,20170527,1,3,16,6.3,6,54290000,12000000
3,한국,공주사랑,036831,암,4,20171021,0,2,6,0,4,22600000,10000000
4,한국,바람의소리,038687,암,3,20180812,1,0,7,14.3,7,44600000,44600000
5,한국,화룡,037421,거,4,20190223,1,0,3,33.3,3,14880000,14880000
6,한국,금스타,038947,암,3,20190223,1,0,4,25,4,26400000,26400000
7,한국,스마트드림,035267,암,5,20161211,1,5,25,4,10,112800000,1600000
8,한국,파이어,036024,수,5,20170219,2,1,24,8.3,10,53520000,8200000
9,한국,화이트벨벳,039121,수,3,20180909,2,1,9,22.2,9,52000000,52000000
0,한국,원더풀마리아,038597,암,3,20181014,1,1,6,16.7,6,43000000,43000000
1,한국,함양산삼,038744,암,3,20181104,1,0,7,14.3,7,41800000,41800000
2,한국,피케이군주,039022,수,3,20181222,1,0,5,20,5,32600000,32600000
3,한국,갓오브삭스,038794,수,3,20180701,1,1,13,7.7,12,33680000,21080000
4,한국,한양누리,039299,암,3,20181215,1,0,4,25,4,39400000,39400000
5,한국,트루팀버,034954,암,5,20161126,1,3,26,3.8,9,62340000,9800000
6,한국,한센바로우즈,037472,수,4,20170624,1,2,21,4.8,11,39180000,15600000
7,한국,하늘에이스,037912,암,4,20180224,0,1,11,0,6,27600000,20400000
8,미국,우리,041659,수,3,20190406,2,0,3,66.7,3,68400000,68400000
9,한국,해피마운틴,037902,거,4,20180128,3,2,17,17.6,11,123400000,90600000
0,미국,대군피닉스,041847,거,3,20190622,0,0,1,0,1,0,0
1,미국,콜윈,041793,거,3,20181021,0,1,7,0,7,20400000,20400000
2,미국,에버더챔프,041724,거,3,20181006,0,1,8,0,8,25800000,25800000
3,아일랜드,애비보컬스,041773,수,3,20181006,0,0,7,0,7,13800000,13800000
4,미국,카일라스댄서,039906,수,4,20170827,1,1,16,6.3,9,55800000,55800000
5,미국,에모리삭스,040111,암,3,20180616,1,0,12,8.3,11,73650000,71250000
6,호주,골드블루매직,041576,암,3,20181020,0,0,8,0,8,12150000,12150000
7,한국,맞잡은손,037990,암,4,20170715,2,2,25,8,12,84720000,68000000
8,한국,데블맨,033144,거,6,20151024,2,5,39,5.1,12,148550000,36000000
9,한국,두손왕자,037280,수,4,20171021,3,3,22,13.6,12,145240000,110200000
0,한국,동방지주,037031,암,4,20180106,1,2,14,7.1,9,42880000,29200000
1,한국,낭만스타,036120,거,5,20170312,1,3,29,3.4,13,63200000,50400000
2,한국,더블골드,037144,거,4,20171014,2,0,19,10.5,9,72400000,33200000
3,한국,영스톰,035764,수,5,20161008,3,1,29,10.3,10,120260000,40800000
4,한국,장산플라이,038575,거,3,20180909,2,1,8,25,8,75600000,75600000
5,한국,스트롱캡틴,037234,거,4,20170910,2,4,23,8.7,12,109160000,76800000
6,한국,몬스터퀸,033371,암,6,20151121,2,1,32,6.3,9,140000000,36600000
7,한국,정상만세,035246,수,5,20161029,1,3,21,4.8,12,80200000,25600000
8,한국,라이징삭스,037615,암,4,20180415,2,2,10,20,6,65600000,32800000
9,한국,선오브선더,038776,거,3,20181117,1,3,7,14.3,7,57000000,57000000
0,한국,온리바람,037168,수,4,20170624,3,2,24,12.5,12,110280000,88600000
1,한국,그레이삭스,035252,암,5,20160626,4,4,19,21.1,7,308200000,74250000
2,한국,에이스솔롱고,038610,암,3,20180902,3,3,10,30,10,150750000,150750000
3,한국,섬싱미스터리,037621,수,4,20171111,3,2,17,17.6,11,122750000,61950000
4,한국,머니대륙,037857,암,4,20180505,3,3,14,21.4,11,133750000,109350000
5,한국,미르스톰,038693,거,3,20180721,3,0,8,37.5,8,105000000,105000000
6,한국,백투백,037342,거,4,20171112,3,3,16,18.8,9,151000000,105000000
7,한국,럭셔리해피,035264,암,5,20170211,4,3,28,14.3,9,223750000,118050000
8,한국,무사,037150,수,4,20170923,4,1,18,22.2,10,154650000,25500000
9,한국,서클댄서,035122,암,5,20160828,4,3,30,13.3,9,256700000,22950000
0,한국,논스톱행진,039597,암,3,20190223,1,0,4,25,4,15680000,15680000
1,한국,새로운보배,038507,암,3,20190623,0,0,1,0,1,0,0
2,한국,미라클호프,039706,수,3,20181104,0,2,6,0,6,14400000,14400000
3,한국,달리는에이스,037138,거,4,20180721,0,1,11,0,11,8160000,8160000
4,한국,파워프라이드,039473,거,3,20181117,0,0,5,0,5,4800000,4800000
5,한국,서울시티,039215,암,3,20190223,0,1,5,0,5,12480000,12480000
6,한국,승리전설,039405,암,3,20180812,0,0,6,0,6,3120000,3120000
7,한국,정문사랑,038476,수,3,20180623,0,1,8,0,7,52470000,48720000
8,한국,기로,039346,암,3,20190525,0,0,2,0,2,0,0
9,한국,성파장,039221,암,3,20190316,0,1,3,0,3,5040000,5040000
0,미국,브라이트캣,038115,수,5,20161022,6,4,27,22.2,7,386400000,113300000
1,미국,위너골드,040017,수,4,20170930,8,4,18,44.4,10,603700000,304400000
2,미국,토스코노바캣,039996,수,4,20170923,4,3,16,25,9,331400000,232100000
3,미국,다이샨,032747,거,8,20130728,5,8,55,9.1,8,556660000,21800000
4,미국,흥룡,038137,거,5,20161029,5,6,26,19.2,8,475200000,47800000
5,미국,젠테너리,032743,거,8,20131130,7,6,51,13.7,10,598330000,167400000
6,한국,라온세레나,038458,암,3,20180721,3,3,10,30,10,153600000,153600000
7,한국,푸른질주,034040,암,6,20160827,2,2,23,8.7,12,86600000,25800000
8,한국,비욘드오버,038671,암,3,20180715,1,4,11,9.1,11,82200000,82200000
9,한국,광마힐,035364,암,5,20161105,3,1,24,12.5,8,114360000,28800000
0,한국,메니그랜드,039145,암,3,20190203,2,0,5,40,5,66800000,66800000
1,한국,글로벌천하,039553,수,3,20180909,2,1,9,22.2,9,71880000,71880000
2,한국,당당한여걸,035496,암,5,20170121,2,2,19,10.5,7,83400000,2400000
3,한국,스트라이드업,038992,거,3,20180908,2,2,10,20,10,62440000,62440000
4,한국,백산포스,037746,암,4,20180120,2,2,10,20,5,73000000,37800000
5,캐나다,고고비,041779,암,3,20181216,1,0,6,16.7,6,55200000,55200000
6,미국,대군의꿈,041681,거,3,20181103,0,0,4,0,4,0,0
7,미국,알리바바마린,041672,수,3,20180916,0,1,5,0,5,20400000,20400000
8,미국,맨해튼뮤직,039888,암,4,20170820,0,2,16,0,7,64950000,15600000
9,미국,광폭기세,041838,수,3,20190324,0,0,4,0,4,3000000,3000000
0,미국,소울리마제스틱,041854,암,3,20190119,1,0,6,16.7,6,42000000,42000000
1,호주,파이널칸지노,040069,수,3,20190519,0,0,2,0,2,0,0
2,호주,탑매직마스터,041572,거,3,20180826,0,0,9,0,9,24000000,24000000
3,호주,블랙엘리트,043373,거,2,20190623,0,0,1,0,1,0,0
4,미국,우정의향기,041753,암,3,20181013,0,0,7,0,7,6000000,6000000
5,한국,수호,039527,거,3,20190119,1,2,6,16.7,6,41600000,41600000
6,한국,황금도야지,038619,암,3,20190324,1,1,4,25,4,37360000,37360000
7,한국,천괴성,038961,거,3,20181020,0,2,7,0,7,24000000,24000000
8,한국,아마로네,036954,암,4,20170909,1,2,15,6.7,8,54800000,17200000
9,한국,인디레이디,039515,암,3,20180825,1,2,10,10,10,55600000,55600000
0,한국,마샤,036798,암,4,20171126,0,3,14,0,8,43600000,16000000
1,한국,세명스톰,038696,수,3,20190302,1,0,5,20,5,30000000,30000000
2,미국,코팔레로,038061,거,5,20160731,1,0,35,2.9,12,42300000,7400000
3,한국,럭키봉화,037284,수,4,20170624,1,3,19,5.3,10,75540000,47200000
4,한국,호프킹덤,038493,거,3,20180527,0,3,7,0,7,26560000,26560000
5,한국,메니스피드,038680,수,3,20190113,0,0,7,0,7,23440000,23440000
6,한국,천년의비,039214,암,3,20181027,1,0,8,12.5,8,22880000,22880000
7,한국,스타리스트,037509,암,4,20180325,1,2,17,5.9,13,72200000,57000000
8,한국,승리플러스,037107,수,4,20171014,0,4,19,0,11,48880000,37240000
9,일본,동해클럽,040064,거,4,20171209,0,0,8,0,6,5400000,0
0,한국,클린업드림,035944,거,5,20160618,1,1,24,4.2,7,36800000,10400000
1,한국,정동독주,037169,암,4,20180519,1,0,15,6.7,12,18720000,18720000
2,한국,달려라속보,037512,거,4,20180303,0,1,11,0,8,9360000,9360000
3,한국,청담호랑이,038795,수,3,20190428,0,1,3,0,3,8160000,8160000
4,한국,한얼스타,039081,암,3,20190323,0,0,4,0,4,1200000,1200000
5,한국,동서제패,039769,거,3,20181201,0,0,4,0,4,960000,960000
6,한국,캐럿시커,037012,수,4,20180429,0,0,15,0,12,6480000,6480000
7,한국,킹포스원,038616,수,3,20190525,0,0,2,0,2,0,0
8,한국,대디글로리,039375,암,3,20180825,3,2,8,37.5,8,163800000,163800000
9,한국,정상돌풍,037689,수,4,20170903,2,1,16,12.5,7,52280000,0
0,한국,금아선더,037202,암,4,20170909,1,4,19,5.3,9,103400000,31200000
1,한국,레이징엔젤,037865,암,4,20181223,2,0,7,28.6,7,62600000,62600000
2,한국,스마티아델,038904,암,3,20180728,2,1,9,22.2,9,86000000,86000000
3,한국,포에버위너,037388,암,4,20171014,3,2,17,17.6,10,121400000,49800000
4,한국,우라칸,037240,수,4,20171021,3,3,17,17.6,10,116340000,60000000
5,한국,아이엠스타,033911,거,6,20150912,1,3,33,3,10,86750000,7800000
6,한국,피렌체힐,039554,수,3,20180902,1,2,8,12.5,8,43480000,43480000
7,한국,슈퍼여왕,036879,암,4,20180224,2,0,7,28.6,5,53000000,28200000
8,미국,흥복드림,041593,거,3,20180630,3,2,10,30,9,161400000,161400000
9,미국,서울탱크,038052,거,5,20161105,2,2,36,5.6,13,107250000,32250000
0,미국,대군천하,041677,수,3,20190105,1,1,6,16.7,6,89550000,89550000
1,미국,베네딕트,041719,수,3,20180929,2,2,10,20,10,113250000,113250000
2,미국,환상스타,041686,수,3,20180909,0,4,9,0,9,64350000,64350000
3,호주,체인지메이커,041571,수,3,20181201,1,1,7,14.3,7,57000000,57000000
4,미국,판타스틱콤비,039889,거,4,20170923,1,0,14,7.1,7,45450000,3750000
5,미국,그레이트조이,036430,거,6,20150830,0,4,26,0,8,108650000,9000000
6,미국,삼삼빅토리,039981,거,4,20171217,2,3,16,12.5,9,130050000,80250000
7,한국,불의고리,037922,수,4,20180414,5,3,11,45.5,8,293100000,274300000
8,한국,알파칸,035222,수,5,20160626,4,3,30,13.3,11,191500000,33200000
9,한국,센타포바,035172,수,5,20160731,3,4,30,10,12,229650000,81000000
0,한국,샤크대장군,036953,수,4,20170701,4,4,17,23.5,9,252550000,191550000
1,한국,초인마,036978,수,4,20170617,4,4,17,23.5,7,720900000,107900000
2,한국,팔팔빅토리,037864,거,4,20180414,3,3,13,23.1,10,181600000,101800000
3,한국,제주의하늘,035877,암,5,20170115,3,4,18,16.7,6,234100000,68900000
4,한국,패스트패션,037047,거,4,20171029,4,2,15,26.7,9,125520000,106800000
5,한국,서울의별,037886,암,4,20170812,4,1,18,22.2,8,366000000,273400000
6,한국,심플라이프,037426,수,4,20170730,4,4,17,23.5,9,238660000,90900000
7,한국,허니버터니노,033150,거,6,20151003,4,5,35,11.4,10,230500000,81900000
8,한국,사려니힐링,035871,거,5,20160716,3,4,34,8.8,10,216750000,40100000
9,한국,클리어검,038854,암,3,20181216,3,2,7,42.9,7,259980000,259980000
0,한국,흥부자,039337,암,3,20180915,3,0,9,33.3,9,85000000,85000000
1,한국,대완마,038862,암,3,20180623,4,0,7,57.1,6,382050000,339300000
2,한국,다이아로드,038985,암,3,20190302,3,1,4,75,4,153300000,153300000
3,한국,레인,039019,암,3,20180722,1,1,9,11.1,9,39340000,39340000
4,한국,방탄마,038982,암,3,20180722,1,2,11,9.1,11,73300000,73300000
5,한국,스마일걸,038447,암,3,20181222,3,1,6,50,6,169500000,169500000
6,한국,맘마로마,038536,암,3,20181006,1,4,9,11.1,9,95700000,95700000
7,한국,초인강자,040797,수,2,20190629,1,0,1,100,1,42750000,42750000
8,한국,청운지벽,040516,암,2,20190629,0,0,1,0,1,0,0
9,한국,메이블루,041141,암,2,20190629,0,0,1,0,1,0,0
0,한국,피케이힐,040369,암,2,20190629,0,1,1,0,1,15750000,15750000
1,한국,정문서미트,040368,수,2,20190629,0,0,1,0,1,9750000,9750000
2,한국,마성투혼,041071,암,2,20190629,0,0,1,0,1,3750000,3750000
3,한국,바디스타,041061,수,2,20190629,0,0,1,0,1,3000000,3000000
4,한국,달리는빛깔,041188,수,2,20190629,0,0,1,0,1,0,0
5,한국,화려,040974,암,2,20190629,0,0,1,0,1,0,0
6,한국,원더풀하트,040684,암,2,20190629,0,0,1,0,1,0,0
7,한국,삼애락,040513,암,2,20190629,0,0,1,0,1,0,0
8,한국,럭키상운,041119,수,2,20190629,0,0,0,0,0,0,0
9,미국,청담지니,040106,거,3,20181201,3,1,6,50,6,139200000,139200000
0,미국,이글스그리프터,039965,수,4,20171111,1,2,13,7.7,7,81750000,63750000
1,미국,가온퀸,040216,암,3,20180909,2,1,7,28.6,7,113400000,113400000
2,미국,탭패션드,040012,거,4,20170923,2,3,15,13.3,8,150900000,63750000
3,미국,대군의창,041678,수,3,20181006,1,4,7,14.3,7,113550000,113550000
4,호주,빅갈랜드,039824,수,4,20170701,1,2,18,5.6,10,89400000,81600000
5,미국,말리부진저,039934,거,4,20171202,1,1,12,8.3,9,77700000,69900000
6,미국,코리아정상,036485,수,6,20150920,2,3,29,6.9,9,146800000,15300000
7,미국,해피보이,039843,수,4,20171022,2,1,17,11.8,9,103350000,48750000
8,한국,정상오름,032188,거,7,20141130,3,9,40,7.5,8,221500000,0
9,한국,비사연,039030,거,3,20190525,1,0,2,50,2,28000000,28000000
0,한국,금아임패커블,039013,거,3,20190525,0,0,2,0,2,0,0
1,한국,두둥이,039286,수,3,20190629,0,0,1,0,1,0,0
2,한국,운해베스트,038737,수,3,20190421,0,0,3,0,3,0,0
3,한국,위너마운틴,039184,거,3,20190421,0,1,3,0,3,13600000,13600000
4,한국,싱싱장수,038460,거,3,20190105,0,1,3,0,3,13600000,13600000
5,한국,로열블레이드,039658,거,3,20190421,0,0,2,0,2,2000000,2000000
6,한국,비제니스,038757,수,3,20190629,0,0,1,0,1,1600000,1600000
7,한국,스트레토,041609,수,2,20190629,0,0,1,0,1,0,0
8,한국,트루루비,038948,암,3,20190629,0,0,1,0,1,0,0
9,한국,애니선,040314,암,2,20190629,0,0,1,0,1,0,0
0,한국,클리어스토리,038877,암,3,20190629,0,0,1,0,1,0,0
1,미국,바램,041797,암,3,20190420,1,1,2,50,2,49950000,49950000
2,미국,대박행진,040110,암,3,20180728,0,4,8,0,8,60150000,60150000
3,미국,문학위너,041562,수,3,20190119,0,2,4,0,4,39150000,39150000
4,미국,케미블루,041726,수,3,20180909,0,0,10,0,10,13800000,13800000
5,미국,프리티오드보이,040055,수,4,20180407,0,0,9,0,9,15600000,15600000
6,미국,패션피플,041669,수,3,20190106,0,1,6,0,6,15750000,15750000
7,미국,자이언트마초,041782,거,3,20181216,0,0,5,0,5,0,0
8,미국,다다비,041778,거,3,20181110,0,0,5,0,5,0,0
9,한국,라온스텔라,038700,수,3,20180728,1,0,9,11.1,9,24480000,24480000
0,한국,마하천하,037299,암,4,20180429,0,1,8,0,8,9600000,9600000
1,한국,컬러즈킹,039316,거,3,20181124,0,1,7,0,7,5040000,5040000
2,한국,최강매직,039020,거,3,20190323,0,1,5,0,5,10160000,10160000
3,한국,꼬꼬마레이디,039189,암,3,20190324,0,0,5,0,5,1200000,1200000
4,한국,베스트맨,037911,거,4,20180624,0,0,11,0,10,960000,960000
5,한국,스페셜버드,036909,암,4,20180225,0,0,16,0,12,6880000,6880000
6,한국,에이스돈키,038799,수,3,20190224,0,0,3,0,3,0,0
7,한국,천세만세,038880,수,3,20180721,0,0,12,0,12,8800000,8800000
8,한국,황금신화,037417,암,4,20181020,0,0,4,0,4,0,0
9,한국,사바킹덤,039095,거,3,20180812,2,0,8,25,8,62600000,62600000
0,한국,럭셔리파워,039765,거,3,20181020,1,0,6,16.7,6,24800000,24800000
1,한국,천록,038602,암,3,20181201,0,3,10,0,10,33600000,33600000
2,한국,발뢰자,039479,수,3,20180826,1,0,4,25,4,85500000,85500000
3,한국,명왕,039330,거,3,20190504,1,1,2,50,2,31200000,31200000
4,한국,금빛열정,039716,암,3,20180915,1,0,6,16.7,6,18880000,18880000
5,한국,엄지여왕,037216,암,4,20170701,1,1,19,5.3,12,53160000,29400000
6,한국,퀸포스원,037686,암,4,20180128,1,2,14,7.1,12,50840000,40840000
7,한국,라온패트릭,038518,암,3,20180915,1,0,5,20,5,17680000,17680000
8,한국,캠프바다,039253,암,3,20181124,1,0,8,12.5,8,24480000,24480000
9,한국,투어브라더,039358,거,3,20180707,1,1,8,12.5,8,32400000,32400000
0,한국,로열샬롬,039657,암,3,20180915,1,1,8,12.5,8,35600000,35600000
1,한국,호크행진곡,039124,수,3,20190413,2,1,3,66.7,3,54000000,54000000
2,한국,정문사이,039498,수,3,20190203,1,1,4,25,4,36400000,36400000
3,한국,명마질주,038899,암,3,20181020,0,3,7,0,7,27040000,27040000
4,한국,라온프로센스,037841,거,4,20170902,1,1,21,4.8,12,51780000,28000000
5,한국,블레싱로드,037927,암,4,20171223,1,0,18,5.6,12,41840000,34480000
6,한국,선퀸,037291,암,4,20180624,1,1,8,12.5,7,39800000,31400000
7,한국,대천히어로,036973,거,4,20170910,1,1,17,5.9,12,46240000,30000000
8,한국,음악대장,036098,수,5,20161225,2,2,27,7.4,8,74800000,2400000
9,한국,스페셜골드,036911,암,4,20180120,1,0,9,11.1,8,32720000,32720000
0,한국,엘란,036059,거,5,20170603,4,2,23,17.4,9,146440000,79200000
1,한국,엠제이로드,037339,암,4,20170910,3,0,19,15.8,11,143000000,49200000
2,한국,두만강,033231,암,6,20151219,2,2,36,5.6,13,116500000,44800000
3,한국,메니스마트,037391,암,4,20170930,2,0,11,18.2,9,59400000,56400000
4,한국,하늘나래,038909,수,3,20180902,2,1,10,20,10,50280000,50280000
5,한국,정상으뜸,037316,거,4,20171021,1,4,23,4.3,12,96000000,48000000
6,한국,스토미,037206,수,4,20170617,1,3,23,4.3,11,84140000,32400000
7,한국,캡틴파워,037849,수,4,20170722,2,2,26,7.7,13,96340000,38400000
8,한국,피오레,037699,암,4,20170722,1,3,21,4.8,13,59640000,38000000
9,한국,퍼스티지,036104,암,5,20161224,3,2,29,10.3,11,78360000,26800000
0,한국,제왕의별,037599,수,4,20171224,3,4,12,25,10,160300000,135100000
1,한국,사려니윈,034083,거,6,20161001,2,4,28,7.1,11,132400000,62400000
2,한국,능력시대,037001,암,4,20180203,4,1,17,23.5,12,151180000,130300000
3,한국,보드람,037631,암,4,20170910,3,4,16,18.8,10,150750000,112150000
4,한국,더불어숲,036802,거,4,20171029,3,3,12,25,7,135030000,101550000
5,한국,그랜드돌풍,037767,수,4,20171203,3,2,18,16.7,11,116980000,108340000
6,한국,스트롱샤인,030761,거,8,20131207,3,2,68,4.4,11,191950000,28500000
7,한국,엘리트퀸,033205,암,6,20150919,3,5,48,6.3,12,176400000,75000000
8,한국,기동대장,037324,거,4,20170617,4,1,19,21.1,8,132400000,71400000
9,한국,뉴와이파이,036000,수,5,20160618,4,1,24,16.7,10,187350000,52500000
0,한국,스피드이즈칸,036790,수,4,20171001,2,6,19,10.5,11,167750000,98550000
1,미국,메갈리오스,039975,수,4,20170924,4,1,15,26.7,8,212900000,192350000
2,한국,스트롱로드,030676,수,8,20140301,10,5,48,20.8,8,670350000,3600000
3,미국,대쥬신,038205,수,5,20161022,2,3,28,7.1,9,204750000,40350000
4,한국,골드마운틴,031436,거,7,20140831,7,3,52,13.5,11,449850000,51300000
5,한국,라피도쿠스,039773,거,3,20181013,5,0,8,62.5,8,192150000,192150000
6,한국,원더풀챔피언,036917,수,4,20170709,4,5,18,22.2,8,232340000,152600000
7,미국,반야동행,038033,수,5,20160904,4,1,28,14.3,10,288800000,25200000
8,미국,역전의우승,038133,거,5,20170408,2,2,19,10.5,9,159750000,39600000
9,미국,아르고브레인,032748,수,8,20130831,5,3,45,11.1,8,310950000,0
0,한국,소망의탑,040851,암,2,20190630,1,0,1,100,1,22800000,22800000
1,한국,비앙카,039622,암,3,20190303,0,0,4,0,4,0,0
2,한국,왕표의꿈,038805,암,3,20190630,0,0,1,0,1,0,0
3,한국,다시두손,041246,암,2,20190630,0,1,1,0,1,8400000,8400000
4,한국,골드히어로,039503,암,3,20190630,0,0,1,0,1,5200000,5200000
5,한국,농부의수채화,039142,암,3,20190630,0,0,1,0,1,2000000,2000000
6,한국,추석달,039590,암,3,20190413,0,0,3,0,3,1600000,1600000
7,한국,플라잉주노,038745,암,3,20181006,0,0,4,0,4,5200000,5200000
8,한국,골든스파크,037432,암,4,20180708,0,0,4,0,4,4160000,4160000
9,한국,페더럴퀸,039386,암,3,20190518,0,0,2,0,2,0,0
0,한국,쿠카캣,038663,암,3,20190427,0,0,3,0,3,1600000,1600000
1,미국,티즈플랜,039845,수,4,20171021,7,0,12,58.3,7,370550000,239400000
2,한국,나스카프린스,035295,수,5,20161225,6,5,17,35.3,8,390950000,168300000
3,미국,천마,032848,거,8,20131026,7,4,54,13,9,578530000,38200000
4,미국,뉴시타델,038092,수,5,20160827,6,3,16,37.5,4,497550000,0
5,한국,금투사,036108,거,5,20161030,4,5,26,15.4,9,255020000,136350000
6,미국,삼성불패,038018,거,5,20161210,4,7,21,19,7,354550000,41800000
7,미국,장산카우보이,036387,거,6,20151129,5,3,34,14.7,10,427850000,32800000
8,미국,다이나믹질주,031293,수,8,20160221,2,4,34,5.9,11,314900000,35200000
9,한국,구통사,035089,거,5,20161119,6,2,23,26.1,8,308150000,41000000
0,한국,찬마,033663,수,6,20151122,8,1,31,25.8,7,507450000,43800000
1,한국,울트라로켓,036262,거,5,20160618,7,6,30,23.3,10,575250000,257900000
2,미국,대박이다,034859,거,6,20151101,4,2,31,12.9,6,292500000,63000000
3,호주,가을의전설,034795,수,5,20160528,6,1,29,20.7,8,384850000,72000000
4,미국,엠제이파워,041697,거,3,20181103,2,2,8,25,8,139500000,139500000
5,미국,문학타이거,041604,수,3,20180728,1,3,7,14.3,7,102600000,102600000
6,미국,인천치프,041792,수,3,20181125,2,0,7,28.6,7,92400000,92400000
7,미국,엠파이어킹덤,039933,거,4,20170916,2,1,17,11.8,9,125700000,13500000
8,미국,소중한만남,038150,수,5,20160911,2,5,29,6.9,9,177900000,6600000
9,미국,삼육으뜸,039846,수,4,20170730,1,3,17,5.9,8,77400000,61800000
0,한국,러블리누트,036754,암,4,20171105,3,4,13,23.1,11,152080000,152080000
1,한국,러닝복스,039116,암,3,20190324,2,1,3,66.7,3,54000000,54000000
2,한국,그린와이,039140,암,3,20180721,0,2,11,0,11,10080000,10080000
3,한국,버킷풀골드,038797,수,3,20180909,1,3,7,14.3,7,53000000,53000000
4,한국,사이먼퀸,039577,암,3,20190216,1,0,4,25,4,18880000,18880000
5,한국,제너럴로즈,038613,암,3,20181222,1,1,5,20,5,33280000,33280000
6,한국,본엔젤,039164,수,3,20180908,0,2,7,0,7,21840000,21840000
7,한국,빅프로,038692,수,3,20181007,0,3,7,0,7,21480000,21480000
8,한국,블랙스피릿,037020,암,4,20171015,0,2,16,0,10,34800000,27600000
9,한국,속보옹주,036237,암,5,20161120,0,1,24,0,8,28240000,15200000
0,한국,스칼렛퍼펙트,036759,암,4,20171119,0,1,19,0,12,16320000,6080000
1,한국,금순이스타,039535,수,3,20181125,1,1,8,12.5,8,32240000,32240000
2,한국,팍스레코드,039234,암,3,20190525,0,0,2,0,2,0,0
3,한국,인디언서머,038542,수,3,20190309,0,0,3,0,3,2000000,2000000
4,한국,킹오브이글,038446,거,3,20181104,0,2,6,0,6,15440000,15440000
5,한국,달리는웅지,037139,수,4,20180826,0,1,9,0,9,13440000,13440000
6,한국,장군의시대,038526,암,3,20180908,0,0,7,0,7,8000000,8000000
7,한국,으뜸이루리,039540,수,3,20190518,0,0,2,0,2,960000,960000
8,한국,시드니머니,038483,암,3,20181117,0,0,3,0,3,0,0
9,한국,내길의빛,037832,거,4,20180415,0,1,10,0,10,10320000,10320000
0,한국,해피하와이,039123,암,3,20190302,0,0,5,0,5,0,0
1,한국,컨트리송,037551,암,4,20180106,0,0,15,0,10,1200000,1200000
2,한국,최강신기,038780,거,3,20180811,0,0,2,0,2,1600000,1600000
3,한국,금아애크미,038457,수,3,20181222,1,0,4,25,4,17680000,17680000
4,한국,언성히어로,039431,암,3,20190324,0,0,4,0,4,0,0
5,한국,야호엠제이캣,039703,암,3,20180915,0,1,7,0,7,13200000,13200000
6,한국,사이먼킹덤,039558,수,3,20190317,0,0,5,0,5,0,0
7,한국,투더빅토리,038960,암,3,20181014,0,2,8,0,8,23040000,23040000
8,한국,만석지기,038539,수,3,20181103,0,0,5,0,5,7720000,7720000
9,한국,선샤인특급,039398,암,3,20181110,0,0,7,0,7,1200000,1200000
0,한국,풍문으로,036977,암,4,20180407,0,1,15,0,12,13120000,12160000
1,한국,대대손손,039139,암,3,20190427,0,0,4,0,4,960000,960000
2,한국,패밀리파크,039324,암,3,20190427,0,0,3,0,3,5200000,5200000
3,한국,위너템플러,038470,암,3,20190630,0,0,1,0,1,0,0
4,한국,더블에스,038837,암,3,20190105,0,0,5,0,5,1600000,1600000
5,한국,업라이트,038532,수,3,20180714,3,1,11,27.3,11,106800000,106800000
